system:index,impervious,landcover,percent_tree_cover,percent_tree_error,.geo
33149,0,42,89,17,
33150,0,41,100,2,
33151,0,42,90,10,
33152,0,81,19,18,
33153,0,81,18,15,
33154,1,21,82,9,
33155,0,42,74,20,
33156,0,41,97,6,
33157,0,42,84,12,
33158,0,41,19,21,
33159,0,81,2,7,
33160,0,42,76,15,
33161,0,71,52,19,
33162,0,41,81,11,
33163,0,41,98,6,
33164,0,81,16,15,
33165,0,81,24,20,
33166,0,41,80,13,
33167,0,41,96,7,
33168,100,24,14,20,
33169,0,11,5,13,
33170,0,41,98,5,
33171,0,41,99,6,
33172,0,41,90,9,
33173,0,81,12,11,
33174,19,22,51,20,
33175,0,81,4,6,
33176,0,41,78,20,
33177,8,21,17,13,
33178,0,42,99,6,
33179,0,81,4,8,
33180,0,41,83,12,
33181,0,81,37,21,
33182,0,41,100,2,
33183,0,42,75,14,
33184,0,81,13,13,
33185,31,22,15,15,
33186,10,21,2,5,
33187,0,71,56,19,
33188,0,81,9,9,
33189,0,81,4,10,
33190,60,23,45,21,
33191,0,41,90,11,
33192,29,22,18,12,
33193,0,41,94,7,
33194,0,81,2,7,
33195,0,52,80,20,
33196,0,42,84,11,
33197,0,71,40,18,
33198,0,81,31,21,
33199,0,41,73,18,
33200,0,11,2,10,
33201,0,42,97,6,
33202,0,81,4,7,
33203,0,41,98,5,
33204,0,41,100,2,
33205,0,71,65,19,
33206,0,81,10,13,
33207,0,41,58,22,
33208,0,81,1,4,
33209,0,42,26,26,
33210,21,21,52,22,
33211,0,42,28,16,
33212,0,41,68,23,
33213,0,42,98,5,
33214,0,41,96,9,
33215,43,22,17,13,
33216,0,41,95,10,
33217,0,41,100,1,
33218,18,22,7,12,
33219,0,42,96,9,
33220,7,21,85,12,
33221,44,22,8,11,
33222,0,81,11,12,
33223,0,41,100,1,
33224,1,21,95,6,
33225,0,41,100,2,
33226,0,41,90,9,
33227,0,43,88,12,
33228,0,41,84,14,
33229,0,52,13,13,
33230,0,11,0,3,
33231,0,41,92,13,
33232,0,42,84,12,
33233,0,43,97,5,
33234,0,42,70,14,
33235,0,81,60,19,
33236,0,81,2,5,
33237,0,41,82,15,
33238,7,21,71,20,
33239,44,23,9,12,
33240,0,41,97,6,
33241,16,21,71,19,
33242,0,41,41,26,
33243,0,81,3,6,
33244,0,90,97,5,
33245,0,42,72,16,
33246,0,41,35,25,
33247,0,81,1,4,
33248,0,90,97,8,
33249,0,42,98,6,
33250,0,41,27,22,
33251,0,41,100,3,
33252,0,41,100,3,
33253,0,81,30,18,
33254,0,42,94,8,
33255,0,81,0,3,
33256,0,41,94,7,
33257,0,41,99,5,
33258,39,22,20,15,
33259,0,11,1,3,
33260,0,41,100,2,
33261,0,41,100,2,
33262,15,21,37,20,
33263,29,22,30,18,
33264,0,41,86,13,
33265,0,41,58,15,
33266,2,21,89,8,
33267,0,81,9,13,
33268,0,41,80,19,
33269,0,41,97,7,
33270,0,71,8,12,
33271,0,41,94,9,
33272,0,41,92,9,
33273,0,41,80,13,
33274,0,41,79,14,
33275,0,42,79,15,
33276,0,41,99,4,
33277,14,21,65,20,
33278,0,42,97,6,
33279,13,21,23,13,
33280,0,52,92,9,
33281,19,21,76,17,
33282,0,41,91,8,
33283,0,41,100,3,
33284,0,42,98,5,
33285,0,81,7,12,
33286,0,41,96,7,
33287,0,81,3,5,
33288,0,71,89,11,
33289,0,42,35,22,
33290,0,81,78,13,
33291,83,24,4,6,
33292,0,81,34,21,
33293,0,42,69,17,
33294,100,24,2,6,
33295,0,71,86,13,
33296,0,41,56,20,
33297,6,21,30,19,
33298,0,41,100,3,
33299,10,23,23,15,
33300,0,81,1,7,
33301,0,41,27,18,
33302,73,23,20,14,
33303,0,41,90,10,
33304,0,81,6,8,
33305,9,21,86,11,
33306,12,21,21,17,
33307,0,42,83,17,
33308,0,41,97,6,
33309,0,81,29,19,
33310,0,71,61,22,
33311,1,21,88,10,
33312,29,22,4,8,
33313,0,81,19,15,
33314,21,22,17,12,
33315,0,11,76,20,
33316,0,41,94,8,
33317,0,41,74,16,
33318,0,41,37,18,
33319,32,22,5,7,
33320,17,21,60,21,
33321,0,41,100,1,
33322,0,81,1,6,
33323,0,41,71,13,
33324,0,81,16,15,
33325,1,21,97,5,
33326,0,41,100,1,
33327,0,81,7,10,
33328,0,42,91,14,
33329,0,42,88,11,
33330,6,21,5,12,
33331,0,42,94,7,
33332,0,81,3,6,
33333,0,41,93,8,
33334,0,81,3,7,
33335,0,71,57,23,
33336,0,43,71,20,
33337,0,41,94,9,
33338,16,21,14,12,
33339,7,21,8,9,
33340,0,71,26,22,
33341,0,41,98,5,
33342,0,81,25,13,
33343,0,43,97,14,
33344,92,24,4,7,
33345,0,42,90,15,
33346,0,41,100,4,
33347,0,11,1,10,
33348,0,71,33,22,
33349,9,21,81,12,
33350,22,22,19,14,
33351,0,81,16,15,
33352,0,41,82,18,
33353,0,41,94,8,
33354,0,41,96,7,
33355,0,43,71,15,
33356,0,42,89,9,
33357,0,42,95,11,
33358,0,41,100,1,
33359,0,81,5,10,
33360,0,41,97,5,
33361,47,22,9,10,
33362,0,41,68,19,
33363,13,21,60,18,
33364,0,81,2,7,
33365,0,81,48,21,
33366,0,81,3,7,
33367,0,41,71,21,
33368,0,43,79,17,
33369,0,42,88,13,
33370,0,41,100,4,
33371,0,81,13,17,
33372,0,81,30,16,
33373,4,21,2,5,
33374,0,71,24,20,
33375,0,41,86,11,
33376,4,21,29,15,
33377,0,41,95,7,
33378,24,22,23,15,
33379,0,41,88,12,
33380,0,41,85,13,
33381,12,21,90,11,
33382,0,71,74,18,
33383,0,71,75,19,
33384,1,21,58,23,
33385,0,41,100,1,
33386,5,21,82,12,
33387,4,21,92,13,
33388,0,41,100,3,
33389,0,81,37,22,
33390,15,21,70,15,
33391,0,42,99,4,
33392,0,81,19,18,
33393,0,41,97,5,
33394,0,81,34,23,
33395,0,41,84,11,
33396,0,71,45,19,
33397,0,41,96,8,
33398,0,41,99,4,
33399,0,41,82,13,
33400,7,21,59,19,
33401,48,22,12,11,
33402,0,71,67,20,
33403,0,41,93,8,
33404,0,52,93,10,
33405,0,42,97,7,
33406,0,90,100,1,
33407,0,81,0,3,
33408,0,71,41,16,
33409,0,81,1,6,
33410,0,41,80,12,
33411,0,42,89,14,
33412,0,41,100,4,
33413,2,21,29,19,
33414,0,41,98,5,
33415,0,81,17,14,
33416,12,21,26,16,
33417,0,42,75,14,
33418,0,42,52,20,
33419,0,41,100,3,
33420,0,52,69,20,
33421,0,41,100,2,
33422,0,41,95,7,
33423,0,43,100,2,
33424,0,81,0,3,
33425,0,71,24,20,
33426,0,81,3,6,
33427,0,41,93,9,
33428,0,41,80,16,
33429,0,81,18,14,
33430,15,21,46,21,
33431,0,42,95,9,
33432,0,81,9,13,
33433,5,21,84,11,
33434,0,42,21,24,
33435,0,41,94,8,
33436,0,41,83,14,
33437,0,81,28,21,
33438,0,81,0,3,
33439,7,21,58,20,
33440,0,71,87,13,
33441,0,81,22,12,
33442,16,21,58,21,
33443,0,81,36,17,
33444,5,21,36,15,
33445,0,41,6,15,
33446,0,41,100,3,
33447,0,41,77,12,
33448,46,22,20,20,
33449,0,71,18,15,
33450,0,41,97,5,
33451,0,81,8,13,
33452,6,21,66,19,
33453,0,71,34,21,
33454,0,42,94,12,
33455,0,42,78,11,
33456,0,41,100,2,
33457,0,41,82,16,
33458,0,41,98,6,
33459,0,81,7,10,
33460,0,41,67,24,
33461,0,41,100,4,
33462,0,42,95,6,
33463,0,41,100,2,
33464,0,81,12,14,
33465,0,41,100,3,
33466,0,42,88,12,
33467,0,52,89,11,
33468,0,42,95,7,
33469,7,21,41,22,
33470,0,41,68,19,
33471,0,11,75,28,
33472,98,24,3,7,
33473,0,41,94,13,
33474,0,42,61,15,
33475,0,81,2,6,
33476,0,42,61,19,
33477,0,81,14,15,
33478,0,52,97,6,
33479,4,21,67,19,
33480,0,41,83,15,
33481,29,22,27,14,
33482,0,42,93,8,
33483,0,42,97,6,
33484,0,81,0,2,
33485,0,41,94,8,
33486,0,41,75,15,
33487,0,81,3,8,
33488,0,41,77,15,
33489,0,42,80,17,
33490,0,71,90,11,
33491,0,41,14,13,
33492,0,42,82,18,
33493,0,41,88,17,
33494,0,81,1,7,
33495,0,81,39,22,
33496,0,71,90,12,
33497,0,42,99,6,
33498,0,41,80,14,
33499,0,81,44,21,
33500,5,21,57,19,
33501,0,90,85,14,
33502,23,22,18,14,
33503,0,81,6,12,
33504,0,81,2,6,
33505,0,81,20,19,
33506,0,81,66,17,
33507,27,22,4,11,
33508,0,41,100,2,
33509,0,42,81,12,
33510,24,22,62,19,
33511,0,71,81,14,
33512,0,42,99,7,
33513,0,41,75,13,
33514,0,81,2,7,
33515,0,41,66,19,
33516,0,41,67,20,
33517,0,41,99,6,
33518,0,43,87,11,
33519,0,41,89,9,
33520,0,71,66,20,
33521,2,21,93,9,
33522,0,42,82,13,
33523,0,41,83,11,
33524,0,71,84,14,
33525,0,42,96,8,
33526,78,23,4,8,
33527,0,81,1,6,
33528,0,41,96,8,
33529,0,43,91,14,
33530,0,41,95,8,
33531,14,21,68,20,
33532,0,81,33,21,
33533,0,41,98,5,
33534,0,81,9,10,
33535,0,41,95,7,
33536,0,41,74,18,
33537,60,23,32,19,
33538,0,81,24,12,
33539,0,71,6,14,
33540,0,41,98,5,
33541,0,41,90,11,
33542,10,21,62,18,
33543,0,90,94,9,
33544,0,41,86,16,
33545,0,42,82,16,
33546,0,42,74,13,
33547,0,41,99,5,
33548,0,41,91,7,
33549,0,41,100,4,
33550,1,21,23,15,
33551,0,81,26,18,
33552,0,41,98,6,
33553,0,42,96,8,
33554,37,22,13,14,
33555,0,71,79,16,
33556,11,21,5,10,
33557,0,81,78,17,
33558,0,71,19,19,
33559,0,42,84,12,
33560,0,41,98,6,
33561,0,81,34,19,
33562,17,21,36,15,
33563,0,41,94,10,
33564,0,71,79,16,
33565,24,22,15,16,
33566,0,71,80,13,
33567,10,21,83,13,
33568,0,11,1,7,
33569,10,21,19,11,
33570,0,81,14,11,
33571,0,81,10,12,
33572,36,22,8,12,
33573,0,43,60,19,
33574,0,81,0,3,
33575,0,41,88,11,
33576,0,81,1,5,
33577,0,81,8,11,
33578,0,81,25,17,
33579,50,23,28,17,
33580,11,21,38,18,
33581,0,41,100,1,
33582,0,41,100,2,
33583,7,21,7,14,
33584,0,81,0,2,
33585,0,81,29,16,
33586,0,81,31,17,
33587,0,81,72,25,
33588,0,41,98,8,
33589,0,11,1,6,
33590,0,52,85,15,
33591,14,21,78,15,
33592,25,21,3,6,
33593,0,41,100,2,
33594,0,41,79,13,
33595,0,81,2,7,
33596,7,21,74,16,
33597,0,41,100,3,
33598,0,41,100,2,
33599,0,41,98,5,
33600,0,42,98,8,
33601,0,71,91,10,
33602,0,81,2,6,
33603,0,41,100,2,
33604,0,81,6,9,
33605,0,41,100,1,
33606,0,81,2,7,
33607,0,81,5,10,
33608,0,41,100,3,
33609,0,81,9,13,
33610,0,41,100,2,
33611,0,81,6,9,
33612,71,23,9,11,
33613,0,81,19,13,
33614,0,81,3,6,
33615,0,81,23,17,
33616,0,71,90,10,
33617,0,81,4,7,
33618,0,41,28,17,
33619,0,41,100,2,
33620,0,41,98,6,
33621,14,21,62,19,
33622,52,22,28,18,
33623,0,81,10,13,
33624,0,41,98,5,
33625,0,41,100,3,
33626,0,81,66,19,
33627,0,81,24,20,
33628,0,42,7,15,
33629,0,42,94,10,
33630,0,11,64,22,
33631,0,81,12,12,
33632,0,42,100,5,
33633,0,81,11,10,
33634,0,41,92,9,
33635,0,41,20,19,
33636,0,42,49,21,
33637,0,81,2,8,
33638,0,42,93,11,
33639,0,42,85,12,
33640,0,41,100,2,
33641,0,42,83,16,
33642,0,42,92,12,
33643,0,81,2,5,
33644,0,81,82,14,
33645,0,71,85,14,
33646,0,81,49,23,
33647,0,42,88,13,
33648,0,42,88,11,
33649,20,22,5,7,
33650,0,81,30,22,
33651,0,42,71,18,
33652,0,41,99,4,
33653,0,81,50,22,
33654,0,42,94,7,
33655,48,22,2,7,
33656,0,41,40,20,
33657,0,42,98,5,
33658,0,41,88,11,
33659,0,71,85,12,
33660,0,42,95,9,
33661,0,81,1,6,
33662,0,42,95,7,
33663,0,81,7,13,
33664,0,81,3,10,
33665,0,42,99,5,
33666,30,22,61,22,
33667,0,81,2,8,
33668,0,41,90,13,
33669,0,41,100,1,
33670,0,41,98,5,
33671,0,41,97,6,
33672,0,81,2,5,
33673,44,21,22,14,
33674,0,52,22,22,
33675,0,81,18,13,
33676,0,41,100,1,
33677,0,41,91,11,
33678,15,21,6,11,
33679,0,42,93,9,
33680,30,22,17,13,
33681,10,21,60,19,
33682,0,81,0,3,
33683,0,81,2,6,
33684,0,41,57,17,
33685,0,81,15,15,
33686,2,21,82,14,
33687,0,41,95,8,
33688,0,41,93,9,
33689,0,41,99,7,
33690,0,11,3,13,
33691,0,43,98,6,
33692,0,41,100,1,
33693,0,81,0,2,
33694,89,24,5,10,
33695,0,42,94,9,
33696,8,21,8,9,
33697,0,42,99,4,
33698,8,21,9,15,
33699,0,81,11,10,
33700,0,42,93,14,
33701,0,41,80,19,
33702,19,21,58,21,
33703,0,81,9,8,
33704,2,21,94,7,
33705,0,41,100,2,
33706,36,22,37,22,
33707,0,41,81,13,
33708,0,42,98,5,
33709,0,42,83,13,
33710,0,81,5,12,
33711,0,41,93,10,
33712,0,42,16,21,
33713,0,41,79,17,
33714,0,41,100,3,
33715,1,21,86,13,
33716,0,41,100,3,
33717,0,52,94,9,
33718,0,81,28,17,
33719,0,81,9,11,
33720,0,81,8,9,
33721,0,71,34,19,
33722,0,41,100,3,
33723,0,81,1,5,
33724,1,21,44,23,
33725,0,42,99,4,
33726,0,41,100,1,
33727,0,42,91,13,
33728,10,21,2,8,
33729,0,41,89,9,
33730,0,42,97,8,
33731,0,41,93,14,
33732,0,81,11,10,
33733,20,22,63,19,
33734,0,41,91,11,
33735,4,21,9,8,
33736,0,52,24,20,
33737,0,71,89,16,
33738,0,81,35,26,
33739,0,52,33,22,
33740,0,41,87,11,
33741,0,81,6,9,
33742,0,81,96,11,
33743,0,41,80,14,
33744,32,22,23,12,
33745,0,81,10,11,
33746,0,42,96,8,
33747,0,41,100,2,
33748,0,81,1,4,
33749,0,42,58,27,
33750,21,23,83,13,
33751,38,22,40,17,
33752,0,90,95,7,
33753,0,41,89,9,
33754,0,71,83,15,
33755,25,22,8,10,
33756,3,21,70,14,
33757,0,41,96,8,
33758,0,81,14,16,
33759,0,41,100,3,
33760,7,21,25,12,
33761,0,42,84,11,
33762,0,42,95,8,
33763,0,81,52,25,
33764,18,21,63,16,
33765,0,71,23,23,
33766,0,41,73,15,
33767,0,43,100,1,
33768,0,41,97,11,
33769,0,42,34,25,
33770,22,21,31,17,
33771,0,41,10,17,
33772,0,11,0,2,
33773,55,22,23,17,
33774,0,81,9,9,
33775,15,21,87,12,
33776,0,81,76,15,
33777,0,41,48,19,
33778,0,52,88,10,
33779,0,41,39,21,
33780,0,52,96,9,
33781,0,81,4,7,
33782,0,41,100,1,
33783,0,41,75,17,
33784,0,41,75,15,
33785,20,21,12,12,
33786,0,41,100,4,
33787,0,81,1,5,
33788,0,81,7,8,
33789,0,41,99,5,
33790,0,41,92,9,
33791,3,21,29,21,
33792,0,81,3,9,
33793,0,11,3,11,
33794,0,71,63,14,
33795,26,22,32,15,
33796,0,81,77,18,
33797,0,41,90,12,
33798,0,41,100,1,
33799,84,24,14,18,
33800,2,21,30,21,
33801,0,42,75,16,
33802,0,81,3,9,
33803,0,42,11,16,
33804,17,21,53,19,
33805,0,42,73,14,
33806,0,41,100,2,
33807,0,42,67,14,
33808,0,41,96,10,
33809,0,81,8,8,
33810,2,21,62,18,
33811,0,42,95,7,
33812,25,22,2,6,
33813,90,24,8,13,
33814,0,42,96,7,
33815,0,81,21,18,
33816,0,81,6,8,
33817,0,41,58,19,
33818,1,21,84,11,
33819,0,81,19,13,
33820,0,81,11,15,
33821,13,21,34,17,
33822,45,22,13,15,
33823,0,41,85,12,
33824,18,21,34,18,
33825,0,41,96,6,
33826,0,90,85,14,
33827,0,71,78,16,
33828,0,41,96,7,
33829,0,41,99,6,
33830,17,21,61,17,
33831,0,41,93,9,
33832,0,41,97,5,
33833,0,41,100,3,
33834,0,81,13,14,
33835,0,41,83,12,
33836,0,81,4,6,
33837,42,22,8,10,
33838,0,81,11,16,
33839,17,22,9,10,
33840,66,23,7,10,
33841,0,41,82,13,
33842,0,41,100,1,
33843,0,41,86,10,
33844,0,81,2,6,
33845,0,81,82,17,
33846,0,81,15,14,
33847,0,71,27,21,
33848,0,41,93,10,
33849,0,11,0,5,
33850,0,42,95,9,
33851,0,81,37,20,
33852,0,41,81,12,
33853,0,81,23,16,
33854,0,41,40,18,
33855,0,81,21,17,
33856,0,11,5,12,
33857,10,21,15,13,
33858,0,71,56,21,
33859,0,11,0,6,
33860,0,71,34,17,
33861,0,81,14,10,
33862,0,81,27,24,
33863,0,41,65,15,
33864,0,71,33,26,
33865,0,81,22,17,
33866,0,42,95,8,
33867,0,41,100,4,
33868,0,52,60,21,
33869,0,41,75,14,
33870,0,81,48,22,
33871,0,43,59,19,
33872,0,82,4,6,
33873,0,41,100,2,
33874,0,81,1,3,
33875,0,42,86,13,
33876,0,81,45,22,
33877,0,81,63,26,
33878,0,71,62,16,
33879,0,41,100,1,
33880,0,81,60,20,
33881,0,41,68,18,
33882,0,41,98,4,
33883,20,21,81,13,
33884,1,21,96,5,
33885,0,81,5,12,
33886,0,42,95,7,
33887,0,81,2,8,
33888,0,81,7,8,
33889,0,71,23,14,
33890,0,41,100,1,
33891,0,41,83,11,
33892,0,81,0,2,
33893,0,42,97,5,
33894,0,81,12,15,
33895,28,22,48,23,
33896,0,41,81,13,
33897,0,41,71,16,
33898,0,41,100,2,
33899,0,42,83,16,
33900,0,11,7,17,
33901,0,42,33,16,
33902,0,41,54,22,
33903,27,21,29,16,
33904,0,41,100,4,
33905,0,81,46,25,
33906,0,41,89,10,
33907,0,11,3,14,
33908,0,81,24,18,
33909,0,71,21,19,
33910,0,81,5,8,
33911,18,22,18,16,
33912,0,41,99,6,
33913,0,81,15,17,
33914,0,81,14,15,
33915,0,71,98,5,
33916,0,41,100,1,
33917,12,21,76,19,
33918,7,21,5,11,
33919,0,41,95,7,
33920,0,81,2,5,
33921,0,42,60,19,
33922,0,81,9,9,
33923,0,95,7,12,
33924,0,43,92,10,
33925,5,21,45,25,
33926,0,82,6,9,
33927,0,42,91,13,
33928,0,41,89,11,
33929,7,21,50,20,
33930,0,41,70,15,
33931,0,41,79,13,
33932,0,41,97,7,
33933,0,52,97,6,
33934,30,22,81,13,
33935,0,71,35,17,
33936,0,41,89,13,
33937,34,22,29,15,
33938,0,42,95,9,
33939,0,81,2,5,
33940,19,21,40,18,
33941,0,41,100,2,
33942,0,81,23,14,
33943,29,22,2,7,
33944,0,81,0,3,
33945,0,41,80,13,
33946,0,52,62,18,
33947,0,71,45,17,
33948,0,11,4,8,
33949,0,41,98,6,
33950,0,71,10,16,
33951,0,81,11,9,
33952,11,21,28,14,
33953,0,42,78,14,
33954,0,11,59,28,
33955,0,82,2,6,
33956,0,41,89,12,
33957,0,81,37,19,
33958,0,71,61,21,
33959,0,42,96,8,
33960,0,81,7,10,
33961,0,81,2,5,
33962,0,81,20,16,
33963,0,71,23,18,
33964,0,42,98,5,
33965,0,81,23,18,
33966,0,43,79,15,
33967,0,41,96,8,
33968,0,41,98,5,
33969,4,21,34,18,
33970,0,42,83,13,
33971,0,71,37,24,
33972,0,41,99,4,
33973,20,22,84,12,
33974,0,81,29,21,
33975,0,41,94,8,
33976,0,42,26,18,
33977,0,41,100,2,
33978,0,42,96,8,
33979,47,22,3,7,
33980,0,81,27,17,
33981,0,43,99,6,
33982,0,81,1,6,
33983,0,81,14,13,
33984,0,81,1,4,
33985,0,11,0,1,
33986,0,81,26,14,
33987,0,31,65,20,
33988,0,81,11,12,
33989,2,21,90,9,
33990,11,21,32,13,
33991,0,41,100,1,
33992,0,71,69,20,
33993,0,41,96,6,
33994,33,22,37,23,
33995,6,21,93,11,
33996,0,42,88,11,
33997,0,41,98,6,
33998,0,41,98,6,
33999,20,21,13,14,
34000,0,81,76,18,
34001,0,81,14,10,
34002,0,81,14,15,
34003,0,41,100,2,
34004,0,42,71,20,
34005,0,42,81,13,
34006,4,21,85,10,
34007,0,71,21,21,
34008,0,52,36,20,
34009,0,42,92,9,
34010,0,81,83,13,
34011,78,22,8,12,
34012,0,41,98,5,
34013,0,41,84,13,
34014,0,41,95,8,
34015,0,41,100,1,
34016,0,81,6,14,
34017,0,41,100,3,
34018,0,81,11,13,
34019,0,71,80,22,
34020,0,41,99,3,
34021,0,81,1,4,
34022,24,22,13,12,
34023,0,41,89,11,
34024,32,22,23,15,
34025,0,41,59,22,
34026,46,22,11,13,
34027,0,81,9,15,
34028,34,22,34,20,
34029,71,23,11,15,
34030,0,81,22,18,
34031,12,21,31,20,
34032,52,23,7,13,
34033,0,81,16,13,
34034,0,81,1,4,
34035,0,81,1,7,
34036,0,81,15,13,
34037,0,42,94,9,
34038,0,81,21,13,
34039,0,71,85,11,
34040,0,41,98,7,
34041,0,41,100,1,
34042,14,21,27,18,
34043,3,21,5,8,
34044,0,11,0,6,
34045,0,41,94,9,
34046,0,81,29,15,
34047,0,41,81,13,
34048,0,42,93,10,
34049,0,41,61,19,
34050,0,42,26,20,
34051,45,22,24,15,
34052,0,52,21,19,
34053,6,21,14,17,
34054,0,42,94,8,
34055,0,81,2,7,
34056,7,21,17,14,
34057,0,81,62,17,
34058,0,41,14,19,
34059,0,43,77,17,
34060,0,42,98,5,
34061,50,23,3,8,
34062,0,81,14,12,
34063,0,71,49,21,
34064,0,41,100,1,
34065,0,42,98,5,
34066,3,21,70,15,
34067,0,81,71,21,
34068,0,41,92,8,
34069,0,81,1,5,
34070,65,23,39,19,
34071,8,21,53,19,
34072,0,42,96,8,
34073,5,21,40,17,
34074,0,42,96,8,
34075,0,41,94,16,
34076,6,21,20,16,
34077,0,42,96,6,
34078,0,41,91,10,
34079,0,41,94,7,
34080,0,41,91,13,
34081,0,41,94,7,
34082,0,41,93,8,
34083,0,11,3,10,
34084,0,81,1,7,
34085,51,23,22,16,
34086,0,81,3,6,
34087,0,42,99,4,
34088,0,41,58,22,
34089,0,41,98,7,
34090,19,21,47,20,
34091,20,21,27,18,
34092,0,81,67,21,
34093,0,71,6,13,
34094,0,41,82,19,
34095,0,41,100,1,
34096,0,41,92,8,
34097,0,41,97,8,
34098,0,43,89,9,
34099,0,41,99,4,
34100,41,22,83,16,
34101,0,43,98,6,
34102,0,42,56,18,
34103,0,41,100,2,
34104,0,42,100,5,
34105,22,22,11,13,
34106,0,81,1,7,
34107,0,41,98,7,
34108,0,82,7,13,
34109,3,21,87,16,
34110,14,21,90,9,
34111,0,81,9,13,
34112,76,23,2,6,
34113,10,21,39,18,
34114,0,41,100,3,
34115,0,41,36,20,
34116,0,42,51,24,
34117,0,41,35,18,
34118,0,41,100,3,
34119,0,41,100,1,
34120,6,21,88,10,
34121,3,21,64,16,
34122,7,21,60,20,
34123,0,81,23,18,
34124,0,41,92,11,
34125,0,42,97,6,
34126,0,81,4,5,
34127,0,81,6,13,
34128,0,42,97,8,
34129,0,81,23,13,
34130,0,41,99,5,
34131,0,42,91,9,
34132,0,81,4,9,
34133,0,41,88,12,
34134,11,21,8,14,
34135,5,21,55,23,
34136,42,22,22,18,
34137,1,21,9,10,
34138,25,22,61,25,
34139,17,21,67,16,
34140,0,71,92,9,
34141,0,41,99,3,
34142,0,41,65,18,
34143,37,22,22,16,
34144,0,81,3,7,
34145,0,90,97,5,
34146,0,41,98,5,
34147,0,42,100,3,
34148,0,41,48,20,
34149,0,81,1,5,
34150,0,81,2,8,
34151,1,21,35,22,
34152,0,41,94,10,
34153,0,81,8,14,
34154,36,22,24,13,
34155,0,41,88,12,
34156,18,21,6,7,
34157,0,41,76,14,
34158,0,41,80,13,
34159,0,81,2,12,
34160,3,21,8,11,
34161,0,41,100,2,
34162,0,42,96,6,
34163,0,81,60,23,
34164,0,90,99,5,
34165,0,42,84,16,
34166,39,22,16,15,
34167,0,41,100,3,
34168,0,42,73,11,
34169,0,81,20,14,
34170,0,81,0,4,
34171,0,11,0,5,
34172,0,81,21,15,
34173,0,81,62,19,
34174,0,41,86,13,
34175,0,81,2,7,
34176,67,23,10,13,
34177,0,71,99,5,
34178,0,81,1,4,
34179,0,42,78,14,
34180,0,41,93,10,
34181,6,21,23,15,
34182,0,41,20,18,
34183,0,81,0,2,
34184,0,41,98,8,
34185,0,81,78,15,
34186,0,81,11,9,
34187,24,22,11,12,
34188,46,23,15,14,
34189,0,42,99,6,
34190,0,41,83,13,
34191,0,90,93,8,
34192,0,41,99,3,
34193,0,41,99,3,
34194,0,42,99,4,
34195,0,41,100,1,
34196,0,41,93,9,
34197,0,81,2,8,
34198,0,41,84,14,
34199,0,81,82,13,
34200,0,81,12,13,
34201,0,81,4,5,
34202,0,41,81,15,
34203,0,11,7,12,
34204,0,81,1,5,
34205,0,42,100,3,
34206,0,41,100,3,
34207,0,81,6,13,
34208,0,42,91,10,
34209,0,81,40,21,
34210,20,22,75,18,
34211,0,42,84,10,
34212,30,21,4,9,
34213,38,22,30,17,
34214,0,42,92,9,
34215,0,41,95,8,
34216,0,42,98,6,
34217,0,42,96,13,
34218,0,42,96,7,
34219,0,81,45,32,
34220,0,81,12,15,
34221,0,71,36,19,
34222,0,81,12,17,
34223,0,41,100,2,
34224,0,41,100,1,
34225,0,41,74,15,
34226,0,81,4,9,
34227,0,42,85,13,
34228,0,42,97,7,
34229,0,81,14,17,
34230,0,41,89,10,
34231,0,41,34,18,
34232,0,41,100,2,
34233,0,41,97,6,
34234,0,52,84,13,
34235,0,71,62,23,
34236,0,81,25,20,
34237,49,22,12,15,
34238,0,41,77,15,
34239,0,42,92,9,
34240,0,42,76,15,
34241,0,42,98,7,
34242,0,42,78,15,
34243,0,52,34,21,
34244,35,22,24,15,
34245,50,23,3,10,
34246,0,41,94,8,
34247,0,41,100,1,
34248,0,41,95,9,
34249,0,81,34,21,
34250,0,81,1,6,
34251,0,41,89,10,
34252,18,21,56,18,
34253,0,41,89,8,
34254,0,81,2,9,
34255,0,41,77,19,
34256,0,42,47,22,
34257,0,41,81,12,
34258,47,22,7,12,
34259,0,41,96,7,
34260,0,42,78,13,
34261,11,21,85,12,
34262,4,21,82,15,
34263,0,81,26,17,
34264,0,81,11,13,
34265,0,11,2,12,
34266,0,81,18,18,
34267,0,41,73,15,
34268,6,21,35,17,
34269,19,21,12,12,
34270,0,71,41,21,
34271,34,22,29,19,
34272,0,81,11,11,
34273,0,81,16,18,
34274,0,81,15,14,
34275,23,21,7,9,
34276,0,11,0,6,
34277,0,42,100,1,
34278,0,42,78,13,
34279,0,41,100,2,
34280,25,22,17,13,
34281,0,52,98,5,
34282,0,41,96,7,
34283,0,42,72,13,
34284,0,41,100,0,
34285,0,81,30,19,
34286,33,22,26,13,
34287,0,81,10,12,
34288,0,41,100,4,
34289,15,21,10,11,
34290,0,41,81,16,
34291,0,41,91,10,
34292,0,81,0,3,
34293,0,42,98,6,
34294,0,41,80,12,
34295,0,42,98,5,
34296,0,41,94,7,
34297,0,81,18,20,
34298,0,41,98,5,
34299,72,23,29,25,
34300,0,41,100,2,
34301,77,23,5,10,
34302,21,22,37,19,
34303,0,41,86,12,
34304,0,42,92,12,
34305,0,41,95,9,
34306,0,42,77,16,
34307,10,21,30,15,
34308,0,71,23,18,
34309,40,22,23,15,
34310,0,41,11,15,
34311,0,41,98,5,
